,Fide id,Federation,Gender,Year_of_birth,Title,Standard_Rating,Rapid_rating,Blitz_rating,Inactive_flag,firstName,lastName
3442,4608917,GER,F,1951.0,none,2030,1931.0,1925.0,wi,Eimert-Buchmueller, Gaby
3443,4175522,RUS,F,1987.0,WFM,2030,1903.0,1863.0,wi,Fomkina, Ekaterina
3444,3508374,CUB,F,1988.0,none,2030,1931.0,1925.0,wi,Gomez Gomez, Yudelsi
3445,4645693,RUS,F,1938.0,none,2030,1931.0,1925.0,wi,Gumilevskaja, Galina
3446,12400696,VIE,F,1992.0,WCM,2030,2025.0,1925.0,wi,Hoang, Le My Anh
3447,1217895,ROU,F,1992.0,none,2030,2042.0,2007.0,wi,Ilie, Maria-Ruxandra
3448,24102385,RUS,F,1988.0,none,2030,1931.0,2031.0,wi,Kalinicheva, Elena
3449,1104918,POL,F,1962.0,none,2030,1931.0,1925.0,wi,Kazmierska, Malgorzata
3450,4110811,RUS,F,1985.0,none,2030,1931.0,1925.0,wi,Khvedelidze, Z
3451,5001072,IND,F,1967.0,none,2030,1899.0,1925.0,wi,Kotwal, Archana
3452,2082128,USA,F,1997.0,none,2030,1956.0,1925.0,wi,Lampman, Becca
3453,3505260,CUB,F,1981.0,WFM,2030,1931.0,1925.0,wi,Lopez Samon, Yurima
3454,200573,BEL,F,1963.0,none,2030,1931.0,1925.0,wi,Maseyczik, Ilona
3455,4110820,RUS,F,1985.0,none,2030,1931.0,1925.0,wi,Moiseeva, T
3456,4901070,MGL,F,1991.0,WFM,2030,2024.0,2051.0,wi,Munkhchuluun, Tsegmed
3457,24132543,RUS,F,1953.0,none,2030,1931.0,1925.0,wi,Oborina, Elena
3458,911100,SRB,F,1962.0,none,2030,1931.0,1925.0,wi,Otovic, Ljiljana
3459,2600951,CAN,F,1985.0,none,2030,1931.0,1925.0,wi,Palamarek, Dianna
3460,13900196,MDA,F,1974.0,IM,2030,2052.0,2014.0,wa,Petrenko, Svetlana
3461,1117467,POL,F,1982.0,none,2030,1931.0,1925.0,wi,Pikulska, Agnieszka
3462,402710,ENG,F,1985.0,none,2030,1931.0,1925.0,wi,Povall, A
3463,7400047,JAM,F,1971.0,WCM,2030,1931.0,1925.0,wi,Powell, Melanie
3464,16207017,GER,F,2004.0,WCM,2030,1806.0,1925.0,wa,Ricken, Katharina
3465,806749,ITA,F,1961.0,none,2030,1931.0,1925.0,wi,Riegler, Alessandra
3466,506168,FIN,F,1992.0,WFM,2030,1931.0,1925.0,wi,Savola, Laura
3467,13501135,BLR,F,1982.0,none,2030,1882.0,1925.0,wi,Shaban, Alena
3468,2051435,USA,F,1994.0,none,2030,1931.0,1925.0,wi,Tallo, Emily
3469,14116693,UKR,F,1987.0,WFM,2030,1991.0,2018.0,wa,Tarleva, Vira
3470,26088843,FRA,F,2004.0,none,2030,1858.0,1908.0,wa,Tomasi, Elise
3471,2254271,ESP,F,1983.0,none,2030,1931.0,1925.0,wi,Vila Callejo, Emma
3472,2600927,CAN,F,1935.0,WIM,2030,1931.0,1925.0,wi,Vujosevic, Smilja
3473,5011604,IND,F,1986.0,none,2029,1953.0,1925.0,wi,Baisakhi Das,
3474,25019872,IND,F,2003.0,WFM,2029,1571.0,1610.0,wa,Bommini Mounika Akshaya,
3475,3800997,PER,F,1985.0,none,2029,1931.0,1925.0,wi,Castillo, Cinthya
3476,8604258,CHN,F,1992.0,none,2029,1931.0,1925.0,wi,Chen, Baihan
3477,9000500,MAR,F,1981.0,WFM,2029,1931.0,1925.0,wi,El Ghabi, Zahira
3478,133248,ARG,F,1997.0,WFM,2029,1777.0,1925.0,wi,Gomez Camacho, Micaela
3479,5804566,SGP,F,2001.0,WFM,2029,1617.0,1751.0,wa,Hng, Mei-En Emmanuelle
3480,4401034,COL,F,1975.0,none,2029,1931.0,1925.0,wi,Hoyos, Astrid
3481,4192265,RUS,F,1992.0,WFM,2029,2068.0,1991.0,wa,Legenko, Ksenia
3482,13002961,MYA,F,1984.0,none,2029,2036.0,2052.0,wi,May Hsett Lwin,
3483,3203212,AUS,F,1970.0,none,2029,1931.0,1925.0,wi,Mills, Natalie
3484,5043603,IND,F,1992.0,none,2029,1931.0,1925.0,wi,Niji, A
3485,958395,SRB,F,2001.0,WFM,2029,1794.0,2034.0,wa,Ostojic, Katarina
3486,4900219,MGL,F,1971.0,none,2029,1931.0,1925.0,wi,Oyunchimeg, Genden
3487,14400448,BIH,F,1941.0,none,2029,1931.0,1925.0,wi,Rodic-Kures, Gordana
3488,24605964,GER,F,1987.0,none,2029,1931.0,1925.0,wi,Romakin, Helene
3489,402699,ENG,F,1961.0,none,2029,1931.0,1925.0,wi,Seymour, Jane F
3490,2902346,BUL,F,1951.0,WIM,2029,1931.0,1925.0,wi,Shikova, Vesmina
3491,4612701,GER,F,1962.0,WFM,2029,1931.0,1925.0,wa,Wolf, Sylvia
3492,30908132,USA,F,2006.0,WIM,2029,2085.0,1925.0,wa,Wu, Rochelle
3493,4134826,RUS,F,1983.0,none,2029,1931.0,1925.0,wi,Yangel, Anna
3494,2806770,CAN,F,1963.0,WFM,2028,1931.0,2018.0,wi,Barron, Irina
3495,3503844,ECU,F,1979.0,WFM,2028,1931.0,2118.0,wi,Bosch Garcia, Jacqueline
3496,620130,FRA,F,1982.0,none,2028,1931.0,1925.0,wi,Duriez, Aurelie
3497,5103894,MEX,F,1977.0,WIM,2028,1931.0,1925.0,wi,Garcia Garcia, Edith Xio Mara
3498,14111381,UKR,F,1984.0,none,2028,1931.0,1925.0,wi,Gayova, Natalia
3499,1303791,SUI,F,1985.0,none,2028,1931.0,1925.0,wi,Jagstaidt, Geetha
3500,1623486,AUT,F,1992.0,none,2028,1911.0,1854.0,wa,Landl, Margot
3501,7101449,INA,F,1986.0,WCM,2028,1955.0,1925.0,wi,Lindiawati, Evi
3502,14504642,CRO,F,1980.0,WIM,2028,2087.0,1925.0,wa,Lukenda, Tina
3503,14138611,UKR,F,1999.0,none,2028,2023.0,1926.0,wi,Mats, Diana
3504,924237,SRB,F,1978.0,none,2028,1931.0,1925.0,wi,Mijic, Slobodanka
3505,10615873,EGY,F,1997.0,WIM,2028,1939.0,1999.0,wa,Moaataz, Ayah
3506,704539,HUN,F,1955.0,none,2028,1931.0,1925.0,wa,Nagy, Helga
3507,14100908,LBN,F,1970.0,WFM,2028,1920.0,1894.0,wi,Nekrasova, Elena
3508,4207734,GRE,F,1987.0,none,2028,1931.0,1925.0,wa,Pambalou, Fotini
3509,2902559,BUL,F,1970.0,none,2028,1931.0,1925.0,wi,Polendakova, Iliana
3510,1201999,ROU,F,1959.0,none,2028,1931.0,1925.0,wi,Radu, Stela
3511,5009561,IND,F,1976.0,none,2028,1931.0,1925.0,wi,Singha, Purabi
3512,4696344,GER,F,1985.0,none,2028,1931.0,1925.0,wi,von Rahden, Steffi
3513,8604770,CHN,F,1994.0,none,2028,1999.0,1999.0,wi,Zhu, Ying
3514,14528576,CRO,F,2000.0,WFM,2027,1715.0,1870.0,wa,Blazeka, Mihaela
3515,13400835,AZE,F,1976.0,none,2027,1931.0,1925.0,wi,Dibirova, Ruhangiz
3516,4153057,RUS,F,1945.0,WFM,2027,1931.0,1925.0,wi,Dymshits, Galina
3517,14117053,UKR,F,1991.0,none,2027,1931.0,1925.0,wi,Gordiyenko, Anna
3518,4624084,GER,F,1966.0,none,2027,1931.0,1961.0,wa,Heyme, Sibylle
3519,723010,HUN,F,1985.0,none,2027,1931.0,2019.0,wa,Hidegh, Eszter
3520,3204499,AUS,F,1989.0,none,2027,1931.0,1925.0,wi,Huddleston, Heather
3521,7901143,ALG,F,1979.0,WIM,2027,1931.0,1925.0,wi,Khaled, Rabia
3522,4170903,RUS,F,1985.0,none,2027,1931.0,1925.0,wi,Khalitova, Umida
3523,601969,FRA,F,1972.0,none,2027,1931.0,1925.0,wi,Kientzler-Guerlain, Isabelle
3524,14109042,GER,F,1979.0,WIM,2027,1931.0,2037.0,wa,Kopylov, Luba
3525,1902849,POR,F,1984.0,none,2027,1931.0,1925.0,wi,Leal, Dora
3526,2805715,ISR,F,1960.0,WFM,2027,2070.0,1925.0,wa,Len, Irina
3527,5103096,MEX,F,1985.0,none,2027,1931.0,1925.0,wi,Martin del Campo C., Astrid
3528,24117935,RUS,F,1991.0,none,2027,1931.0,1925.0,wi,Miloserdova, Irina
3529,6351743,TUR,F,2001.0,WFM,2027,1539.0,1726.0,wa,Ozbay, Ece
3530,3502236,CUB,F,1995.0,none,2027,1931.0,1925.0,wi,Perez, Leydis
3531,724955,HUN,F,1985.0,none,2027,2006.0,1925.0,wi,Remete, Eszter
3532,1120000,POL,F,1984.0,none,2027,1812.0,1616.0,wi,Ryng, Malgorzata
3533,2906066,BUL,F,1984.0,none,2027,1931.0,1925.0,wi,Shtereva, Slaveja
3534,14301245,RSA,F,1987.0,WIM,2027,1931.0,1925.0,wi,Sischy, Monique Sian
3535,5006511,IND,F,1978.0,WFM,2027,2032.0,1925.0,wa,Swati, Mohota
3536,14106175,UKR,F,1978.0,WIM,2027,1931.0,1925.0,wa,Timofeeva, Galina
3537,1132172,POL,F,1991.0,none,2027,1931.0,1925.0,wi,Wierzbicka, Wiktoria
3538,5001048,IND,F,1959.0,WFM,2026,1931.0,1925.0,wi,Agrawal, Kiran
3539,13401815,AZE,F,1985.0,none,2026,1931.0,1925.0,wi,Aliyeva, Roza
3540,8601526,CHN,F,1991.0,none,2026,1931.0,1925.0,wi,Ba, Hanshi
3541,2026937,USA,F,1993.0,none,2026,1931.0,1925.0,wi,Dai, Yang
3542,2902427,BUL,F,1973.0,none,2026,2010.0,1975.0,wi,Dimitrova, Leila
3543,3501426,CUB,F,1968.0,WIM,2026,2058.0,2090.0,wa,Fandino Reyes, Roquelina
3544,13602632,GEO,F,1988.0,none,2026,1931.0,1925.0,wi,Ghurchumalidze, Teona
3545,14507170,CRO,F,1981.0,none,2026,1931.0,1925.0,wi,Grzincic, Tihana
3546,4132548,RUS,F,1985.0,none,2026,1996.0,1925.0,wi,Karaseva, Janna
3547,7101473,INA,F,2000.0,WIM,2026,1878.0,1858.0,wa,Karenza, Dita
3548,709689,HUN,F,1982.0,none,2026,1931.0,1925.0,wi,Karkus, Anna
3549,2017920,USA,F,1985.0,WFM,2026,1931.0,1925.0,wi,Levina, Anna
3550,13729390,KAZ,F,2007.0,WFM,2026,1811.0,1736.0,wa,Nurmanova, Alua
3551,816523,ITA,F,1977.0,none,2026,1996.0,2050.0,wi,Orlova, Inna
3552,35093290,IND,F,2001.0,WFM,2026,1962.0,1816.0,wa,Pandey Srishti,
3553,2905809,ESP,F,1981.0,WIM,2026,2031.0,1925.0,wa,Plachkinova, Tatjana
3554,1504959,NOR,F,1986.0,none,2026,1931.0,1925.0,wa,Reppen, Ellisiv
3555,14139758,UKR,F,2000.0,none,2026,1972.0,1895.0,wa,Salah, Nadezhda
3556,12802735,LTU,F,1990.0,none,2026,1931.0,1925.0,wi,Saulyte, Gabriele
3557,911216,SRB,F,1975.0,none,2026,1931.0,1870.0,wi,Todorovic, Violeta
3558,4143299,RUS,F,1947.0,WFM,2026,1931.0,1925.0,wi,Tsiganova, Serafima
3559,5701538,MAS,F,1989.0,WCM,2026,1931.0,1925.0,wi,Zullkafli, Nur Shazwani
3560,4619480,GER,F,1974.0,none,2025,1931.0,1925.0,wi,Andersch, Julia
3561,2285568,ESP,F,1989.0,none,2025,2032.0,1925.0,wa,Casset Bello, Elena
3562,2602180,CAN,F,1983.0,WFM,2025,1931.0,1925.0,wi,Chu, Stefanie
3563,4400569,COL,F,1965.0,none,2025,1931.0,1925.0,wi,De Castaneda, Marina
3564,1500848,NOR,F,1967.0,none,2025,1931.0,1925.0,wi,De Linde, Anne
3565,14400081,BIH,F,1966.0,WFM,2025,2014.0,1998.0,wi,Dengler, Dijana
3566,3517489,CUB,F,1997.0,WIM,2025,2079.0,1987.0,wa,Fernandez Rivero, Karla July
3567,14608324,SLO,F,1997.0,none,2025,1963.0,1979.0,wi,Franca, Veronika
3568,2244500,ESP,F,1998.0,WFM,2025,1872.0,1925.0,wa,Garcia Porlan, Beatriz
3569,620769,FRA,F,1983.0,none,2025,1931.0,1925.0,wi,Gaudron, Fanny
3570,5200563,PHI,F,1964.0,none,2025,1931.0,1925.0,wi,Geneciran, Glenda
3571,1104942,POL,F,1961.0,none,2025,1931.0,1925.0,wi,Glinska, Iwona
3572,801518,ITA,F,1943.0,none,2025,1920.0,1925.0,wi,Gramignani, Rita
3573,14107805,UKR,F,1995.0,none,2025,2013.0,2010.0,wi,Kolba, Anastasiya
3574,2802333,ISR,F,1967.0,none,2025,1931.0,1925.0,wi,Lowy, Mariana
3575,4132920,RUS,F,1961.0,none,2025,1931.0,1925.0,wi,Malevinska, Olga
3576,3200566,AUS,F,1961.0,none,2025,1931.0,1925.0,wi,Martin, Anne P.
3577,5100852,MEX,F,1985.0,none,2025,1931.0,1925.0,wi,Martinez, Virginia
3578,1126407,POL,F,1971.0,none,2025,2017.0,1976.0,wi,Michalska, Maria
3579,5200792,PHI,F,1985.0,none,2025,1931.0,1925.0,wi,Pascua, Rachel
3580,602795,DOM,F,1964.0,WFM,2025,1931.0,1925.0,wi,Perez, Eneida
3581,4501802,EST,F,1972.0,none,2025,1931.0,1925.0,wi,Pikkmets, Reet
3582,1606905,AUT,F,1975.0,none,2025,1931.0,1925.0,wi,Sommer, Sonja
3583,5063388,IND,F,1994.0,none,2025,1779.0,1925.0,wi,Supriya, Joshi
3584,1401238,DEN,F,1967.0,none,2025,1931.0,1925.0,wi,Theander, Maj
3585,13504282,BLR,F,1989.0,WFM,2025,2004.0,1881.0,wi,Trus, Iryna
3586,302864,CZE,F,1955.0,none,2025,1931.0,1925.0,wi,Zaloudkova, Marie
3587,705810,HUN,F,1977.0,WFM,2024,1931.0,1925.0,wa,Albert, Kornelia
3588,1124900,POL,F,1988.0,WFM,2024,2048.0,1968.0,wa,Andrejczuk, Beata
3589,1211188,ROU,F,1984.0,none,2024,1931.0,1925.0,wi,Baluta, Elena-Camelia
3590,2906570,BUL,F,1986.0,WIM,2024,2021.0,2024.0,wi,Bednikova, Stefi
3591,3900622,VEN,F,1980.0,WIM,2024,2024.0,1985.0,wi,Blanco Acevedo, Maria Carolina
3592,24167347,RUS,F,1998.0,WFM,2024,2021.0,1900.0,wa,Chekmareva, Liya
3593,920088,SRB,F,1975.0,none,2024,1931.0,1925.0,wi,Djonovic, Slavica
3594,13300806,ARM,F,1982.0,WIM,2024,1931.0,1925.0,wi,Gasparian, Narine
3595,4197950,RUS,F,1986.0,WFM,2024,1931.0,1925.0,wi,Horlova, Marina
3596,1642626,AUT,F,2005.0,none,2024,1613.0,1894.0,wa,Katter, Katharina
3597,4164989,RUS,F,1997.0,WCM,2024,1890.0,1948.0,wa,Kiseleva, Arina
3598,4140192,RUS,F,1975.0,none,2024,1931.0,1925.0,wi,Klimenko, Elena
3599,4191439,RUS,F,1988.0,none,2024,1973.0,1954.0,wi,Novikova, Evgenia
3600,1210440,ROU,F,1984.0,none,2024,1977.0,1946.0,wa,Rendi, Eva
3601,24102555,RUS,F,1997.0,WFM,2024,2105.0,2058.0,wi,Rodionova, Polina
3602,4659228,GER,F,1984.0,none,2024,1931.0,1925.0,wi,Shlosberg, Elizaveta
3603,24173550,RUS,F,2000.0,FM,2024,1965.0,1916.0,wa,Tishova, Svetlana
3604,13502638,BLR,F,1993.0,WFM,2023,2030.0,2001.0,wi,Bogdan, Ekaterina
3605,13603337,GEO,F,1987.0,none,2023,1931.0,1925.0,wi,Borchashvili, Sopio
3606,1120751,POL,F,1983.0,none,2023,1954.0,1798.0,wa,Chmiel, Dominika
3607,3502570,CUB,F,1977.0,none,2023,1931.0,1925.0,wi,Cruz Clausell, Liset
3608,699624,FRA,F,1995.0,none,2023,1931.0,1925.0,wi,Eid, Maha
3609,3511650,CUB,F,1989.0,none,2023,1931.0,1925.0,wi,Gonzalez Delgado, Dalia
3610,3501485,CUB,F,1984.0,none,2023,1931.0,1925.0,wi,Gonzalez, Yadira
3611,1133772,POL,F,1987.0,none,2023,1948.0,1935.0,wi,Halamus-Bulska, Agata
3612,1901168,POR,F,1979.0,none,2023,1931.0,1925.0,wi,Henriques, Sofia
3613,1212613,ROU,F,1988.0,none,2023,1931.0,1925.0,wi,Ionita, Anduena
3614,24192791,RUS,F,1998.0,none,2023,1925.0,1953.0,wi,Litvinenko, Ekaterina
3615,2108712,BRA,F,1980.0,none,2023,1931.0,1925.0,wi,Lopes, Lidiene Sommer da S
3616,14117150,UKR,F,1989.0,none,2023,2006.0,1963.0,wa,Maiko, Alina
3617,14122090,UKR,F,1991.0,none,2023,1931.0,1925.0,wi,Mamedova, Leila
3618,4505344,FIN,F,2003.0,none,2023,1509.0,1629.0,wa,Norlamo, Sarabella
3619,4123336,RUS,F,1993.0,none,2023,1931.0,1925.0,wi,Piass, Inga
3620,913499,SRB,F,1965.0,none,2023,1931.0,1925.0,wi,Prodanovic, Svetlana
3621,14602660,SLO,F,1979.0,none,2023,1931.0,1925.0,wi,Riznar, Helena
3622,2907682,BUL,F,1990.0,none,2023,2038.0,2018.0,wi,Stefanova, Milena
3623,4173074,RUS,F,1984.0,none,2023,1942.0,1925.0,wi,Sukhareva, Maria
3624,45102635,FRA,F,2005.0,WFM,2023,1894.0,1914.0,wa,Sumarriva Paulin, Laura
3625,805483,ITA,F,1977.0,none,2022,1931.0,1925.0,wi,Agosto, Erika
3626,12400874,VIE,F,1977.0,WIM,2022,1931.0,1925.0,wi,Bui, Kim Le
3627,1618458,AUT,F,1959.0,none,2022,1931.0,1925.0,wi,Galambfalvy, Monika
3628,933040,SRB,F,1986.0,none,2022,1931.0,1925.0,wi,Gebejes, Ana
3629,4100174,RUS,F,1996.0,none,2022,1997.0,2052.0,wi,Kolesnikova, Kristina
3630,4699939,GER,F,1989.0,none,2022,1931.0,1925.0,wi,Laake, Jasmin
3631,24671959,GER,F,1992.0,none,2022,1931.0,1925.0,wi,Mertens, Pauline
3632,12400637,VIE,F,1984.0,none,2022,1931.0,1925.0,wi,Nguyen, Thi Dieu Hanh
3633,12404179,VIE,F,1995.0,WFM,2022,1945.0,1996.0,wi,Nguyen, Thi Thuy Trien
3634,11600217,LAT,F,1954.0,WFM,2022,1756.0,1925.0,wa,Priedite, Ingrida
3635,4500890,EST,F,1971.0,none,2022,1903.0,1700.0,wi,Pritulina, Svetlana
3636,24630500,GER,F,1987.0,WFM,2022,1931.0,2032.0,wa,Schmidt, Jade
3637,4114825,JPN,F,1995.0,none,2022,1931.0,1925.0,wi,Sharapova, Anzama
3638,4150937,RUS,F,1986.0,none,2022,1931.0,1925.0,wi,Smirnova, Svetlana
3639,4161831,RUS,F,1983.0,none,2022,1931.0,2007.0,wi,Solozhentseva, Anna
3640,1007386,NED,F,1968.0,none,2022,1931.0,1925.0,wi,Van de Griendt, Monique
3641,34127515,RUS,F,2003.0,WFM,2022,2038.0,2044.0,wa,Vinokur, Yuliya
3642,14603659,SLO,F,1981.0,WFM,2021,1871.0,2000.0,wi,Biti, Ana
3643,641405,FRA,F,1991.0,none,2021,1931.0,1925.0,wa,Forestier, Carole
3644,1404113,DEN,F,1970.0,WFM,2021,2010.0,1925.0,wa,Fredericia, Louise
3645,4646614,GER,F,1967.0,WFM,2021,1961.0,1925.0,wa,Germann, Heike
3646,2203693,ESP,F,1962.0,WFM,2021,1931.0,1925.0,wi,Gonzalez Perez, Lutgarda
3647,5024919,IND,F,1990.0,none,2021,1888.0,2072.0,wi,Harini, S.
3648,4120841,RUS,F,1955.0,WFM,2021,1965.0,1888.0,wa,Khropova, Larisa
3649,113921,ARG,F,1987.0,WFM,2021,1931.0,1925.0,wi,Lovece, Ruth
3650,4627393,GER,F,1962.0,WIM,2021,1931.0,1925.0,wa,Mai, Iris
3651,24102776,RUS,F,1995.0,none,2021,1984.0,2018.0,wi,Medvedeva, Anna
3652,317420,CZE,F,1984.0,none,2021,2012.0,1993.0,wi,Miculkova Dvorakova, Magdalena
3653,4617312,GER,F,1964.0,WFM,2021,1931.0,1925.0,wi,Nowicki, Eva
3654,4409728,COL,F,1995.0,none,2021,1931.0,1925.0,wi,Nunez, Daniela Alejandra
3655,1706128,SWE,F,1980.0,none,2021,1931.0,1925.0,wi,Ornstein, Petra
3656,15000877,MKD,F,1963.0,none,2021,1931.0,1925.0,wi,Paunovska, Pavlina
3657,5084130,IND,F,2000.0,none,2021,1770.0,1698.0,wa,Priyamvada Karamcheti,
3658,12503010,IRI,F,1983.0,WFM,2021,1931.0,1925.0,wi,Salman Mahini,Mona
3659,4658949,GER,F,1986.0,none,2021,1931.0,1925.0,wi,Schlander, Sabine
3660,4621751,GER,F,1976.0,none,2021,1931.0,1925.0,wi,Skrzypczak, Katja
3661,24117226,RUS,F,1986.0,none,2020,1931.0,1925.0,wi,Anisimova, Natalia
3662,2603365,CAN,F,1995.0,WFM,2020,1931.0,2059.0,wa,Botez, Alexandra
3663,4608925,GER,F,1955.0,none,2020,1931.0,1925.0,wi,Burghoff, Annemarie
3664,4900529,MGL,F,1975.0,none,2020,1931.0,1925.0,wi,Chancaldiimaa, Givaabaljir
3665,631337,FRA,F,1988.0,none,2020,1931.0,1925.0,wi,Cochet, Caroline
3666,14200589,UZB,F,1977.0,none,2020,1931.0,1925.0,wi,Erfan, Laylo
3667,5200555,PHI,F,1950.0,WIM,2020,1931.0,1925.0,wi,Fontanilla, Girmie
3668,4300289,NZL,F,1985.0,none,2020,1931.0,1925.0,wi,Foster, Fenella
3669,4169247,RUS,F,1989.0,WFM,2020,1931.0,1925.0,wi,Grebenyuk, Alina
3670,1301012,SUI,F,1955.0,none,2020,1931.0,1925.0,wi,Grossniklaus-Buergen, C
3671,14605082,SLO,F,1989.0,none,2020,1974.0,2018.0,wi,Hrenic, Misa
3672,15000630,MKD,F,1969.0,WIM,2020,2012.0,2041.0,wa,Koskoska, Gabriela
3673,4171047,RUS,F,1985.0,none,2020,1931.0,1925.0,wi,Kudrina, Alia
3674,13413210,AZE,F,2001.0,WFM,2020,1623.0,1656.0,wi,Mammadova, Susan
3675,13603248,GEO,F,1989.0,none,2020,1931.0,1925.0,wi,Mzhavia, Kristine
3676,704385,HUN,F,1945.0,WFM,2020,1931.0,1925.0,wi,Nagy, Ervinne
3677,4652452,GER,F,1938.0,none,2020,1931.0,1925.0,wi,Neumark, Christel
3678,2804492,ISR,F,1972.0,none,2020,1931.0,1925.0,wi,Ostrowsky, Alexandra
3679,12572667,IRI,F,2003.0,none,2020,1667.0,1651.0,wa,Paktinat, Zhina
3680,815110,ITA,F,1988.0,WFM,2020,2013.0,1989.0,wi,Panella, Fiammetta
3681,5027934,IND,F,1990.0,none,2020,1931.0,1925.0,wi,Prabhudesai, Ninad
3682,13500732,BLR,F,1976.0,none,2020,1931.0,1925.0,wi,Pushkarjova, Olga
3683,5022304,IND,F,1990.0,none,2020,1931.0,1925.0,wi,Ratnam, Priya
3684,4180313,RUS,F,1985.0,WFM,2020,1931.0,1925.0,wi,Rozhkova, Olga
3685,5700221,MAS,F,1985.0,WFM,2020,1931.0,1925.0,wi,Seto, Wai Ling
3686,4627679,GER,F,1970.0,WIM,2020,1931.0,1925.0,wa,Steinbacher, Claudia
3687,910740,SRB,F,1960.0,none,2020,1931.0,1925.0,wi,Trajcevic, Gordana
3688,4903188,MGL,F,2002.0,FM,2020,1771.0,1836.0,wa,Ulziikhishigjargal, Ochirkhuyag
3689,1001876,NED,F,1948.0,none,2020,1931.0,1925.0,wi,Van Elst, Mieke
3690,1209973,ROU,F,1983.0,none,2020,1931.0,1925.0,wi,Vladila, Alina-Sonia
3691,2807874,ISR,F,1988.0,none,2020,1931.0,1925.0,wi,Zaks, Victoria
3692,4152301,RUS,F,1982.0,none,2019,1931.0,1925.0,wi,Adamova, Ekaterina
3693,14127709,UKR,F,1974.0,WFM,2019,1931.0,2022.0,wi,Brailko, Julia
3694,1213717,ROU,F,1990.0,WFM,2019,2034.0,2043.0,wi,Chirita, Andra-Marina
3695,12403040,VIE,F,2000.0,WCM,2019,1832.0,1963.0,wa,Dong, Khanh Linh
3696,11600446,LAT,F,1956.0,none,2019,1963.0,1925.0,wa,Goldmane, Astra
3697,3502791,CUB,F,1977.0,none,2019,1931.0,1925.0,wi,Gomez Zamora, Yaiselin
3698,2606224,CAN,F,1988.0,none,2019,1931.0,1925.0,wi,Kazakevich, Anastasia
3699,13712438,KAZ,F,2000.0,WCM,2019,1890.0,1820.0,wa,Kim, Kristina
3700,24113026,RUS,F,1990.0,WFM,2019,1931.0,1925.0,wi,Kim, Yuliya
3701,5008409,IND,F,1982.0,none,2019,1931.0,1925.0,wi,Kulkarni, Ashwini A.
3702,32041470,ESP,F,1999.0,none,2019,1691.0,1925.0,wi,Marquez Marvizon, Alejandra
3703,910880,SRB,F,1946.0,none,2019,1931.0,1925.0,wi,Milivojevic, Slobodanka
3704,24613738,GER,F,1967.0,none,2019,1931.0,1925.0,wi,Mueller, Kathrin
3705,1206400,ROU,F,1979.0,none,2019,1931.0,1925.0,wi,Nanu, Ana-Daniela
3706,12942154,GER,F,2001.0,none,2019,1931.0,1925.0,wa,Nguyen, Ha Thanh
3707,703893,HUN,F,1945.0,WIM,2019,1931.0,1925.0,wi,Porubszky-Angyalosine, Maria
3708,13503324,BLR,F,1987.0,WFM,2019,1931.0,2002.0,wi,Romanenko, Alexandra
3709,3507742,CUB,F,1994.0,none,2019,1931.0,1977.0,wi,Sanchez Comesana, Angelica Maria
3710,4148932,GER,F,1946.0,WIM,2019,1931.0,1925.0,wi,Shalnyeva, Olga
3711,1211102,ROU,F,1975.0,none,2019,1931.0,1925.0,wi,Silli, Mariana
3712,13703927,KAZ,F,1987.0,none,2019,1992.0,1925.0,wi,Trishkina, Victoriya
3713,7101430,INA,F,1973.0,none,2019,1931.0,1925.0,wi,Zakiah, AI
3714,13705245,KAZ,F,1993.0,none,2018,1931.0,1974.0,wi,Abylkassymova, Raushan
3715,1701673,SWE,F,1963.0,none,2018,1947.0,1925.0,wa,Bengtsson, Siv
3716,1001833,NED,F,1926.0,none,2018,1931.0,1925.0,wi,Haagsma, Jeanette
3717,34219366,RUS,F,2008.0,none,2018,1602.0,1821.0,wa,Kleymenova, Valeria
3718,8608946,CHN,F,1985.0,none,2018,1931.0,1925.0,wi,Li, Tingshu
3719,12538078,IRI,F,1967.0,none,2018,1931.0,1925.0,wi,Majidian, Laleh
3720,34100579,RUS,F,1999.0,WFM,2018,2010.0,1949.0,wi,Matiukova, Uliana
3721,111899,ARG,F,1985.0,none,2018,2054.0,2025.0,wa,Nejanky, Maisa
3722,9800026,SEY,F,1985.0,none,2018,1931.0,1925.0,wi,Payet, Amelie
3723,14520907,CRO,F,1998.0,none,2018,1807.0,1975.0,wa,Roklicer, Heike
3724,3202569,AUS,F,1983.0,none,2018,1931.0,1925.0,wi,Rose, Allinta
3725,4693400,GER,F,1987.0,none,2018,1931.0,1925.0,wi,Schillinger, Friederike
3726,12802352,LTU,F,1961.0,none,2017,1931.0,1925.0,wi,Blinkeviciute, Jurate
3727,820067,ITA,F,1990.0,WFM,2017,2061.0,2086.0,wi,Chierici, Marianna
3728,1104829,POL,F,1968.0,none,2017,1812.0,1925.0,wi,Domaradzka-Zyla, Anna
3729,2103079,BRA,F,1975.0,none,2017,1931.0,1925.0,wi,Gomes, Jainy R. Magalhaes
3730,13703463,KAZ,F,1985.0,none,2017,1931.0,1925.0,wi,Kamzina, Saule
3731,4608410,GER,F,1927.0,none,2017,1931.0,1925.0,wi,Karner, Irmgard
3732,1104594,POL,F,1950.0,WFM,2017,1931.0,1925.0,wi,Kasprzyk, Irena
3733,7600666,SYR,F,1985.0,WFM,2017,1931.0,1925.0,wi,Khalifeh, Diana
