,game_id,start_time,end_time,time_class,rules,white_username,white_result,black_username,black_result,moves,nMoves,blackMoves,whiteMoves,nBlackMoves,nWhiteMoves
45,1146851520,2015-09-05T21:13:43,2015-09-05T21:15:00,Bullet,ChessRule,3207005,win,3521508,resigned,"['e4', 'e6', 'd4', 'd5', 'e5', 'f5', 'exf6', 'gxf6', 'Qh5+', 'Kd7', 'Nc3', 'c6', 'Bd3', 'Qe8', 'Qe2', 'Kc7', 'Bf4+', 'Bd6', 'Bxd6+', 'Kxd6', 'O-O-O', 'Qf7', 'f4', 'Ne7', 'Nf3', 'a6', 'Rhf1', 'Qg7', 'g3', 'b5', 'a4', 'b4', 'Nb1', 'a5', 'c4', 'Re8', 'c5+', 'Kc7', 'Nbd2', 'Nf5', 'Bxf5', 'exf5', 'Qxe8', 'Nd7', 'Qe2', 'Ba6', 'Qe3', 'Bxf1', 'Nxf1', 'Qf7', 'Nh4', 'Re8', 'Qd3', 'Re4', 'Nxf5', 'Nf8', 'Nd6', 'Qe6', 'Nxe4', 'dxe4', 'Qa6', 'Nd7', 'Qa7+', 'Kd8', 'Qxa5+', 'Ke7', 'Qxb4', 'f5', 'Ne3', 'Nf6', 'd5', 'cxd5', 'Nxd5+', 'Kf7', 'Nxf6', 'Kxf6', 'Rd6', 'Qxd6', 'cxd6', '1-0']",80,"['e4', 'd4', 'e5', 'exf6', 'Qh5+', 'Nc3', 'Bd3', 'Qe2', 'Bf4+', 'Bxd6+', 'O-O-O', 'f4', 'Nf3', 'Rhf1', 'g3', 'a4', 'Nb1', 'c4', 'c5+', 'Nbd2', 'Bxf5', 'Qxe8', 'Qe2', 'Qe3', 'Nxf1', 'Nh4', 'Qd3', 'Nxf5', 'Nd6', 'Nxe4', 'Qa6', 'Qa7+', 'Qxa5+', 'Qxb4', 'Ne3', 'd5', 'Nxd5+', 'Nxf6', 'Rd6', 'cxd6']","['e6', 'd5', 'f5', 'gxf6', 'Kd7', 'c6', 'Qe8', 'Kc7', 'Bd6', 'Kxd6', 'Qf7', 'Ne7', 'a6', 'Qg7', 'b5', 'b4', 'a5', 'Re8', 'Kc7', 'Nf5', 'exf5', 'Nd7', 'Ba6', 'Bxf1', 'Qf7', 'Re8', 'Re4', 'Nf8', 'Qe6', 'dxe4', 'Nd7', 'Kd8', 'Ke7', 'f5', 'Nf6', 'cxd5', 'Kf7', 'Kxf6', 'Qxd6', '1-0']",40,40
46,1146853274,2015-09-05T21:14:07,2015-09-05T21:16:00,Bullet,ChessRule,3512088,resigned,24605964,win,"['d4', 'f5', 'c4', 'Nf6', 'e3', 'd6', 'Nc3', 'g6', 'b3', 'Bg7', 'Bb2', 'O-O', 'Nf3', 'c6', 'g3', 'Qe8', 'Bg2', 'e5', 'O-O', 'e4', 'Nd2', 'Nbd7', 'Qc2', 'a5', 'Rae1', 'd5', 'f3', 'Qe7', 'fxe4', 'fxe4', 'cxd5', 'cxd5', 'h3', 'Nb6', 'g4', 'Bd7', 'Rf2', 'a4', 'Ref1', 'Rfc8', 'Qd1', 'axb3', 'axb3', 'Be6', 'Qe2', 'Nfd7', 'Qb5', 'Qd6', 'Qe2', 'Bh6', 'Rc1', 'Rf8', 'Rxf8+', 'Rxf8', 'Rf1', 'Qg3', 'Rxf8+', 'Nxf8', 'Qf2', 'Bxe3', 'Nd1', 'Bxf2+', 'Nxf2', 'e3', '0-1']",65,"['d4', 'c4', 'e3', 'Nc3', 'b3', 'Bb2', 'Nf3', 'g3', 'Bg2', 'O-O', 'Nd2', 'Qc2', 'Rae1', 'f3', 'fxe4', 'cxd5', 'h3', 'g4', 'Rf2', 'Ref1', 'Qd1', 'axb3', 'Qe2', 'Qb5', 'Qe2', 'Rc1', 'Rxf8+', 'Rf1', 'Rxf8+', 'Qf2', 'Nd1', 'Nxf2', '0-1']","['f5', 'Nf6', 'd6', 'g6', 'Bg7', 'O-O', 'c6', 'Qe8', 'e5', 'e4', 'Nbd7', 'a5', 'd5', 'Qe7', 'fxe4', 'cxd5', 'Nb6', 'Bd7', 'a4', 'Rfc8', 'axb3', 'Be6', 'Nfd7', 'Qd6', 'Bh6', 'Rf8', 'Rxf8', 'Qg3', 'Nxf8', 'Bxe3', 'Bxf2+', 'e3']",33,32
47,1146881822,2015-09-05T21:49:52,2015-09-05T21:51:00,Blitz,ChessRule,13402374,timeout,14502607,win,"['d4', 'f5', 'Nc3', 'Nf6', 'Bf4', 'g6', 'Nb5', 'd6', 'c4', 'Bg7', 'Qa4', 'O-O', 'c5', 'c6', 'Nxa7', 'Be6', 'cxd6', 'exd6', 'b3', 'Nd5', 'Be3', 'Qb6', 'Qa3', 'Nxe3', 'fxe3', 'c5', 'dxc5', 'dxc5', 'Rc1', 'Nd7', 'Nf3', 'Rxa7', '0-1']",33,"['d4', 'Nc3', 'Bf4', 'Nb5', 'c4', 'Qa4', 'c5', 'Nxa7', 'cxd6', 'b3', 'Be3', 'Qa3', 'fxe3', 'dxc5', 'Rc1', 'Nf3', '0-1']","['f5', 'Nf6', 'g6', 'd6', 'Bg7', 'O-O', 'c6', 'Be6', 'exd6', 'Nd5', 'Qb6', 'Nxe3', 'c5', 'dxc5', 'Nd7', 'Rxa7']",17,16
48,1146886875,2015-09-05T21:49:06,2015-09-05T21:54:00,Blitz,ChessRule,16200594,win,14510987,checkmated,"['e4', 'e5', 'f4', 'exf4', 'Nf3', 'g5', 'd4', 'f6', 'Bc4', 'Bg7', 'Nxg5', 'fxg5', 'Qh5+', 'Ke7', 'Qf7+', 'Kd6', 'e5+', 'Bxe5', 'dxe5+', 'Kc5', 'Qd5+', 'Kb6', 'Qb5#', '1-0']",24,"['e4', 'f4', 'Nf3', 'd4', 'Bc4', 'Nxg5', 'Qh5+', 'Qf7+', 'e5+', 'dxe5+', 'Qd5+', 'Qb5#']","['e5', 'exf4', 'g5', 'f6', 'Bg7', 'fxg5', 'Ke7', 'Kd6', 'Bxe5', 'Kc5', 'Kb6', '1-0']",12,12
49,1146888388,2015-09-05T21:54:09,2015-09-05T21:57:00,Blitz,ChessRule,4155548,win,1007548,resigned,"['d4', 'd5', 'Nf3', 'Bf5', 'Nh4', 'Bg6', 'Nxg6', 'hxg6', 'Bf4', 'Nd7', 'c4', 'e6', 'Nc3', 'Bb4', 'Qb3', 'Bxc3+', 'bxc3', 'Ngf6', 'Qxb7', 'O-O', 'e3', 'Ne4', 'Rc1', 'g5', 'Bg3', 'Nb6', 'c5', 'Na4', 'Qxc7', 'Naxc3', 'Qxd8', 'Rfxd8', 'Bc7', 'Rd7', 'Ba5', 'Nb5', 'Bxb5', 'Rb7', 'Bc6', 'Rb2', 'Bxa8', '1-0']",42,"['d4', 'Nf3', 'Nh4', 'Nxg6', 'Bf4', 'c4', 'Nc3', 'Qb3', 'bxc3', 'Qxb7', 'e3', 'Rc1', 'Bg3', 'c5', 'Qxc7', 'Qxd8', 'Bc7', 'Ba5', 'Bxb5', 'Bc6', 'Bxa8']","['d5', 'Bf5', 'Bg6', 'hxg6', 'Nd7', 'e6', 'Bb4', 'Bxc3+', 'Ngf6', 'O-O', 'Ne4', 'g5', 'Nb6', 'Na4', 'Naxc3', 'Rfxd8', 'Rd7', 'Nb5', 'Rb7', 'Rb2', '1-0']",21,21
50,1146890890,2015-09-05T22:01:02,2015-09-05T22:03:00,Blitz,ChessRule,1902806,win,11600292,resigned,"['e4', 'c6', 'd4', 'd5', 'e5', 'Bf5', 'Nd2', 'e6', 'g4', 'Bg6', 'Ne2', 'Nh6', 'Nf4', 'Be4', 'Nxe4', 'dxe4', 'Bg2', 'Qh4', 'h3', 'g5', 'Nh5', 'Nd7', 'Bxe4', 'O-O-O', 'Be3', 'Be7', 'Qf3', 'Kc7', 'O-O-O', 'f5', 'exf6', 'Nxf6', 'Nxf6', 'Rhf8', 'Qg2', 'Bxf6', 'f3', 'e5', 'Bf2', 'Nxg4', 'Bxh4', 'Ne3', 'Qh2', 'Nxd1', 'Rxd1', 'gxh4', 'dxe5', 'Rxd1+', 'Kxd1', 'Rd8+', 'Ke2', 'Bg5', 'f4', 'Bh6', 'Bd3', 'Rd4', 'f5', 'Bf4', 'Qg2', 'Bg3', 'e6', 'Rf4', 'Qg1', 'Rf2+', 'Qxf2', 'Bxf2', 'Kxf2', 'Kd6', 'Kf3', 'Ke5', 'e7', 'h5', 'e8=Q+', '1-0']",74,"['e4', 'd4', 'e5', 'Nd2', 'g4', 'Ne2', 'Nf4', 'Nxe4', 'Bg2', 'h3', 'Nh5', 'Bxe4', 'Be3', 'Qf3', 'O-O-O', 'exf6', 'Nxf6', 'Qg2', 'f3', 'Bf2', 'Bxh4', 'Qh2', 'Rxd1', 'dxe5', 'Kxd1', 'Ke2', 'f4', 'Bd3', 'f5', 'Qg2', 'e6', 'Qg1', 'Qxf2', 'Kxf2', 'Kf3', 'e7', 'e8=Q+']","['c6', 'd5', 'Bf5', 'e6', 'Bg6', 'Nh6', 'Be4', 'dxe4', 'Qh4', 'g5', 'Nd7', 'O-O-O', 'Be7', 'Kc7', 'f5', 'Nxf6', 'Rhf8', 'Bxf6', 'e5', 'Nxg4', 'Ne3', 'Nxd1', 'gxh4', 'Rxd1+', 'Rd8+', 'Bg5', 'Bh6', 'Rd4', 'Bf4', 'Bg3', 'Rf4', 'Rf2+', 'Bxf2', 'Kd6', 'Ke5', 'h5', '1-0']",37,37
51,1146896292,2015-09-05T22:06:39,2015-09-05T22:09:00,Blitz,ChessRule,4157214,timeout,2294907,win,"['e4', 'c5', 'Nf3', 'd6', 'd4', 'Nf6', 'e5', 'dxe5', 'Nxe5', 'Qxd4', 'Bb5+', 'Nbd7', 'Bxd7+', 'Bxd7', 'Nxd7', 'Qxd1+', 'Kxd1', 'O-O-O', 'Nc3', 'Rxd7+', 'Ke2', 'e6', 'Bg5', 'Be7', 'Rhd1', 'Rhd8', 'Rxd7', 'Rxd7', 'a3', 'h6', 'Bxf6', 'Bxf6', 'Nb5', 'a6', 'Nc3', 'b5', 'Ne4', 'Bxb2', 'Ra2', 'Bd4', 'c3', 'Be5', 'Nxc5', 'Rc7', 'Nxa6', 'Rxc3', 'Nb4', 'Kb7', 'a4', 'Rc4', 'Nd3', 'Bd4', 'axb5', 'e5', 'g3', 'g5', 'Kd2', 'e4', 'Nb2', 'Rb4', 'Nd1', 'Rxb5', 'Rc2', 'f5', 'Kc1', 'f4', 'gxf4', 'gxf4', 'Rd2', 'Bb6', 'Nc3', 'Rc5', 'Kb2', 'e3', 'fxe3', 'fxe3', 'Na4', 'exd2', 'Nxc5+', 'Bxc5', 'Kc2', 'Be3', 'Kd1', 'Kc6', 'Ke2', 'Kd5', '0-1']",87,"['e4', 'Nf3', 'd4', 'e5', 'Nxe5', 'Bb5+', 'Bxd7+', 'Nxd7', 'Kxd1', 'Nc3', 'Ke2', 'Bg5', 'Rhd1', 'Rxd7', 'a3', 'Bxf6', 'Nb5', 'Nc3', 'Ne4', 'Ra2', 'c3', 'Nxc5', 'Nxa6', 'Nb4', 'a4', 'Nd3', 'axb5', 'g3', 'Kd2', 'Nb2', 'Nd1', 'Rc2', 'Kc1', 'gxf4', 'Rd2', 'Nc3', 'Kb2', 'fxe3', 'Na4', 'Nxc5+', 'Kc2', 'Kd1', 'Ke2', '0-1']","['c5', 'd6', 'Nf6', 'dxe5', 'Qxd4', 'Nbd7', 'Bxd7', 'Qxd1+', 'O-O-O', 'Rxd7+', 'e6', 'Be7', 'Rhd8', 'Rxd7', 'h6', 'Bxf6', 'a6', 'b5', 'Bxb2', 'Bd4', 'Be5', 'Rc7', 'Rxc3', 'Kb7', 'Rc4', 'Bd4', 'e5', 'g5', 'e4', 'Rb4', 'Rxb5', 'f5', 'f4', 'gxf4', 'Bb6', 'Rc5', 'e3', 'fxe3', 'exd2', 'Bxc5', 'Be3', 'Kc6', 'Kd5']",44,43
52,1146902706,2015-09-05T22:13:15,2015-09-05T22:16:00,Blitz,ChessRule,4165047,checkmated,430226,win,"['e4', 'c5', 'Nf3', 'd6', 'Nc3', 'Nf6', 'g3', 'g6', 'Bg2', 'Bg7', 'O-O', 'O-O', 'd3', 'Nc6', 'h3', 'Rb8', 'Be3', 'b5', 'Qd2', 'Re8', 'Nh2', 'Nd4', 'Ne2', 'Nxe2+', 'Qxe2', 'Nd7', 'c3', 'b4', 'd4', 'bxc3', 'bxc3', 'Qa5', 'Rac1', 'Ba6', 'c4', 'Rb4', 'Nf3', 'Reb8', 'Rc2', 'Rb1', 'Rfc1', 'Rxc1+', 'Rxc1', 'cxd4', 'Bxd4', 'Bxd4', 'Nxd4', 'Qc5', 'Nb3', 'Qa3', 'f4', 'Rxb3', 'axb3', 'Qxc1+', 'Kh2', 'Qc3', 'Qa2', 'Nc5', 'b4', 'Qxb4', 'e5', 'dxe5', 'fxe5', 'Qxc4', 'Qd2', 'Qd3', 'Qa5', 'Qc2', 'Qd8+', 'Kg7', 'Qxe7', 'Qf2', 'Kh1', 'Bf1', 'Bxf1', 'Qxf1+', 'Kh2', 'Qf2+', 'Kh1', 'Ne4', 'e6', 'Nxg3#', '0-1']",83,"['e4', 'Nf3', 'Nc3', 'g3', 'Bg2', 'O-O', 'd3', 'h3', 'Be3', 'Qd2', 'Nh2', 'Ne2', 'Qxe2', 'c3', 'd4', 'bxc3', 'Rac1', 'c4', 'Nf3', 'Rc2', 'Rfc1', 'Rxc1', 'Bxd4', 'Nxd4', 'Nb3', 'f4', 'axb3', 'Kh2', 'Qa2', 'b4', 'e5', 'fxe5', 'Qd2', 'Qa5', 'Qd8+', 'Qxe7', 'Kh1', 'Bxf1', 'Kh2', 'Kh1', 'e6', '0-1']","['c5', 'd6', 'Nf6', 'g6', 'Bg7', 'O-O', 'Nc6', 'Rb8', 'b5', 'Re8', 'Nd4', 'Nxe2+', 'Nd7', 'b4', 'bxc3', 'Qa5', 'Ba6', 'Rb4', 'Reb8', 'Rb1', 'Rxc1+', 'cxd4', 'Bxd4', 'Qc5', 'Qa3', 'Rxb3', 'Qxc1+', 'Qc3', 'Nc5', 'Qxb4', 'dxe5', 'Qxc4', 'Qd3', 'Qc2', 'Kg7', 'Qf2', 'Bf1', 'Qxf1+', 'Qf2+', 'Ne4', 'Nxg3#']",42,41
53,1147271540,2015-10-05T05:27:43,2015-10-05T05:29:00,Bullet,ChessRule,502324,win,4900600,timeout,"['e4', 'e6', 'd4', 'd5', 'e5', 'c5', 'c3', 'Nc6', 'Nf3', 'Qb6', 'a3', 'cxd4', 'cxd4', 'Nh6', 'b4', 'Nf5', 'Bb2', 'a5', 'b5', 'a4', 'Be2', 'Na5', 'O-O', 'Nb3', 'Ra2', 'Bd7', 'Nc3', 'Be7', 'Nxa4', 'Rxa4', 'Qxb3', 'Ra5', 'a4', 'O-O', 'Bc3', 'Ra7', 'a5', 'Qd8', 'b6', 'Ra8', 'Bd3', 'f6', 'Bxf5', 'exf5', 'Qxd5+', 'Kh8', 'e6', 'Bc6', 'Qxd8', 'Rfxd8', 'Re1', 'Rd5', 'Nd2', 'g6', 'h3', 'Kg7', 'Nb3', 'Rb5', 'Nc5', 'Bxc5', 'dxc5', 'Rxc5', 'Bb4', 'Rb5', 'Bd2', 'Re8', 'Rc2', 'f4', 'a6', 'bxa6', 'Rxc6', 'g5', 'Rc7+', 'Kg6', 'e7', 'Rxb6', 'Rd7', 'Rd6', 'Rxd6', 'Kf7', 'Bc3', 'a5', 'Rxf6+', 'Kg7', 'Ree6', 'h6', 'Rxh6+', 'Kf7', 'Rhf6+', '1-0']",90,"['e4', 'd4', 'e5', 'c3', 'Nf3', 'a3', 'cxd4', 'b4', 'Bb2', 'b5', 'Be2', 'O-O', 'Ra2', 'Nc3', 'Nxa4', 'Qxb3', 'a4', 'Bc3', 'a5', 'b6', 'Bd3', 'Bxf5', 'Qxd5+', 'e6', 'Qxd8', 'Re1', 'Nd2', 'h3', 'Nb3', 'Nc5', 'dxc5', 'Bb4', 'Bd2', 'Rc2', 'a6', 'Rxc6', 'Rc7+', 'e7', 'Rd7', 'Rxd6', 'Bc3', 'Rxf6+', 'Ree6', 'Rxh6+', 'Rhf6+']","['e6', 'd5', 'c5', 'Nc6', 'Qb6', 'cxd4', 'Nh6', 'Nf5', 'a5', 'a4', 'Na5', 'Nb3', 'Bd7', 'Be7', 'Rxa4', 'Ra5', 'O-O', 'Ra7', 'Qd8', 'Ra8', 'f6', 'exf5', 'Kh8', 'Bc6', 'Rfxd8', 'Rd5', 'g6', 'Kg7', 'Rb5', 'Bxc5', 'Rxc5', 'Rb5', 'Re8', 'f4', 'bxa6', 'g5', 'Kg6', 'Rxb6', 'Rd6', 'Kf7', 'a5', 'Kg7', 'h6', 'Kf7', '1-0']",45,45
54,1147274206,2015-10-05T05:30:05,2015-10-05T05:32:00,Bullet,ChessRule,1017284,resigned,687103,win,"['e4', 'e6', 'Nf3', 'd5', 'exd5', 'exd5', 'd4', 'Bd6', 'c4', 'c6', 'Nc3', 'Ne7', 'Be2', 'Bf5', 'O-O', 'O-O', 'cxd5', 'cxd5', 'Bg5', 'f6', 'Bh4', 'Nbc6', 'Bg3', 'Bxg3', 'fxg3', 'Bg6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'Na5', 'Rc1', 'Nc4', 'Bxc4', 'dxc4', 'b3', 'Bd3', 'Re1', 'Nc6', 'bxc4', 'bxc4', 'd5', 'Nb4', 'Re3', 'Nxd5', 'Rxd3', 'cxd3', 'Qxd3', 'Nxc3', 'Qxc3', 'Rc8', 'Qb3+', 'Kh8', 'Rd1', 'Qa5', 'Nd4', 'Qc5', 'Kh1', 'Rfd8', 'Nf3', 'Rxd1+', 'Qxd1', 'Qe3', 'h3', 'Rc1', '0-1']",67,"['e4', 'Nf3', 'exd5', 'd4', 'c4', 'Nc3', 'Be2', 'O-O', 'cxd5', 'Bg5', 'Bh4', 'Bg3', 'fxg3', 'Bb5', 'Ba4', 'Bb3', 'Rc1', 'Bxc4', 'b3', 'Re1', 'bxc4', 'd5', 'Re3', 'Rxd3', 'Qxd3', 'Qxc3', 'Qb3+', 'Rd1', 'Nd4', 'Kh1', 'Nf3', 'Qxd1', 'h3', '0-1']","['e6', 'd5', 'exd5', 'Bd6', 'c6', 'Ne7', 'Bf5', 'O-O', 'cxd5', 'f6', 'Nbc6', 'Bxg3', 'Bg6', 'a6', 'b5', 'Na5', 'Nc4', 'dxc4', 'Bd3', 'Nc6', 'bxc4', 'Nb4', 'Nxd5', 'cxd3', 'Nxc3', 'Rc8', 'Kh8', 'Qa5', 'Qc5', 'Rfd8', 'Rxd1+', 'Qe3', 'Rc1']",34,33
55,1147275789,2015-10-05T05:33:50,2015-10-05T05:35:00,Bullet,ChessRule,4179927,timeout,14116456,win,"['e4', 'e6', 'd4', 'd5', 'Nd2', 'Nf6', 'e5', 'Nfd7', 'f4', 'c5', 'c3', 'Nc6', 'Ndf3', 'Qb6', 'a3', 'a5', 'Nh3', 'a4', 'f5', 'cxd4', 'cxd4', 'Na5', 'Rb1', 'Nb3', 'Be3', 'exf5', 'Nf4', 'Qa5+', 'Kf2', 'Nb6', 'Bd3', 'Be6', 'g4', 'fxg4', 'Ng5', 'Bd7', 'Kg3', 'h5', 'Rf1', 'Be7', 'Nxf7', 'Kxf7', 'Ng6+', 'Ke8', 'Nxh8', 'h4+', 'Kg2', 'Nc4', 'Bf2', 'Kd8', 'Qe2', 'b5', 'e6', 'Be8', 'Nf7+', 'Bxf7', 'exf7', 'Kd7', 'Rfe1', 'Bd6', 'Bf5+', 'Kc6', 'Qe8+', 'Rxe8', 'fxe8=Q+', 'Kb6', 'Qd8+', 'Bc7', 'Re6+', 'Kb7', 'Qe8', 'h3+', 'Kg1', 'Nd6', 'Rxd6', 'Bxd6', 'Qd7+', 'Qc7', 'Qe6', 'Bxh2+', 'Kh1', 'Bd6', 'Qe1', 'Ka7', 'Qc1', 'Na5', '0-1']",87,"['e4', 'd4', 'Nd2', 'e5', 'f4', 'c3', 'Ndf3', 'a3', 'Nh3', 'f5', 'cxd4', 'Rb1', 'Be3', 'Nf4', 'Kf2', 'Bd3', 'g4', 'Ng5', 'Kg3', 'Rf1', 'Nxf7', 'Ng6+', 'Nxh8', 'Kg2', 'Bf2', 'Qe2', 'e6', 'Nf7+', 'exf7', 'Rfe1', 'Bf5+', 'Qe8+', 'fxe8=Q+', 'Qd8+', 'Re6+', 'Qe8', 'Kg1', 'Rxd6', 'Qd7+', 'Qe6', 'Kh1', 'Qe1', 'Qc1', '0-1']","['e6', 'd5', 'Nf6', 'Nfd7', 'c5', 'Nc6', 'Qb6', 'a5', 'a4', 'cxd4', 'Na5', 'Nb3', 'exf5', 'Qa5+', 'Nb6', 'Be6', 'fxg4', 'Bd7', 'h5', 'Be7', 'Kxf7', 'Ke8', 'h4+', 'Nc4', 'Kd8', 'b5', 'Be8', 'Bxf7', 'Kd7', 'Bd6', 'Kc6', 'Rxe8', 'Kb6', 'Bc7', 'Kb7', 'h3+', 'Nd6', 'Bxd6', 'Qc7', 'Bxh2+', 'Bd6', 'Ka7', 'Na5']",44,43
56,1147279425,2015-10-05T05:38:11,2015-10-05T05:40:00,Bullet,ChessRule,1332562,win,13706799,checkmated,"['e4', 'e6', 'Nc3', 'd5', 'Nf3', 'c5', 'exd5', 'exd5', 'Bb5+', 'Nc6', 'Qe2+', 'Be7', 'Bxc6+', 'bxc6', 'O-O', 'Nf6', 'Re1', 'O-O', 'd3', 'Bd6', 'Bg5', 'h6', 'Bh4', 'Bg4', 'h3', 'Bh5', 'g4', 'Bg6', 'Ne5', 'Re8', 'Nxc6', 'Rxe2', 'Nxd8', 'Rxe1+', 'Rxe1', 'Rxd8', 'Nxd5', 'Rb8', 'Nxf6+', 'gxf6', 'Bxf6', 'c4', 'dxc4', 'Bxc2', 'Rc1', 'Be4', 'c5', 'Bf4', 'Rc4', 'Re8', 'f3', 'Be3+', 'Kg2', 'Bd5', 'Rc3', 'Bf4', 'c6', 'Re2+', 'Kf1', 'Rxb2', 'c7', 'Rb1+', 'Ke2', 'Rb2+', 'Kd3', 'Bxc7', 'Rxc7', 'Rxa2', 'f4', 'Ra3+', 'Kd4', 'Bg2', 'f5', 'Ra4+', 'Kc5', 'Bxh3', 'Rc8+', 'Kh7', 'Rh8#', '1-0']",80,"['e4', 'Nc3', 'Nf3', 'exd5', 'Bb5+', 'Qe2+', 'Bxc6+', 'O-O', 'Re1', 'd3', 'Bg5', 'Bh4', 'h3', 'g4', 'Ne5', 'Nxc6', 'Nxd8', 'Rxe1', 'Nxd5', 'Nxf6+', 'Bxf6', 'dxc4', 'Rc1', 'c5', 'Rc4', 'f3', 'Kg2', 'Rc3', 'c6', 'Kf1', 'c7', 'Ke2', 'Kd3', 'Rxc7', 'f4', 'Kd4', 'f5', 'Kc5', 'Rc8+', 'Rh8#']","['e6', 'd5', 'c5', 'exd5', 'Nc6', 'Be7', 'bxc6', 'Nf6', 'O-O', 'Bd6', 'h6', 'Bg4', 'Bh5', 'Bg6', 'Re8', 'Rxe2', 'Rxe1+', 'Rxd8', 'Rb8', 'gxf6', 'c4', 'Bxc2', 'Be4', 'Bf4', 'Re8', 'Be3+', 'Bd5', 'Bf4', 'Re2+', 'Rxb2', 'Rb1+', 'Rb2+', 'Bxc7', 'Rxa2', 'Ra3+', 'Bg2', 'Ra4+', 'Bxh3', 'Kh7', '1-0']",40,40
57,1147280856,2015-10-05T05:40:11,2015-10-05T05:42:00,Bullet,ChessRule,2902303,win,7100361,resigned,"['e3', 'c5', 'd4', 'Nc6', 'd5', 'Ne5', 'c4', 'Ng6', 'Nc3', 'd6', 'h4', 'Nf6', 'h5', 'Ne5', 'f4', 'Neg4', 'Be2', 'h6', 'Nf3', 'e5', 'e4', 'Be7', 'f5', 'a6', 'Ng1', 'Nxe4', 'Nxe4', 'Bh4+', 'g3', 'Nf6', 'Nxd6+', 'Qxd6', 'Rxh4', 'Bxf5', 'Bd3', 'e4', 'Bf4', 'Qe7', 'Bc2', 'O-O', 'Qe2', 'b5', 'O-O-O', 'bxc4', 'g4', 'Nxd5', 'Rxd5', 'Qxh4', 'Rxf5', 'Rab8', 'Qxe4', 'Rfe8', 'Re5', 'Red8', 'Qh7+', '1-0']",56,"['e3', 'd4', 'd5', 'c4', 'Nc3', 'h4', 'h5', 'f4', 'Be2', 'Nf3', 'e4', 'f5', 'Ng1', 'Nxe4', 'g3', 'Nxd6+', 'Rxh4', 'Bd3', 'Bf4', 'Bc2', 'Qe2', 'O-O-O', 'g4', 'Rxd5', 'Rxf5', 'Qxe4', 'Re5', 'Qh7+']","['c5', 'Nc6', 'Ne5', 'Ng6', 'd6', 'Nf6', 'Ne5', 'Neg4', 'h6', 'e5', 'Be7', 'a6', 'Nxe4', 'Bh4+', 'Nf6', 'Qxd6', 'Bxf5', 'e4', 'Qe7', 'O-O', 'b5', 'bxc4', 'Nxd5', 'Qxh4', 'Rab8', 'Rfe8', 'Red8', '1-0']",28,28
58,1147282828,2015-10-05T05:44:37,2015-10-05T05:46:00,Bullet,ChessRule,7101406,win,4187210,timeout,"['e4', 'd6', 'd4', 'g6', 'Nc3', 'Bg7', 'h4', 'Nf6', 'Be2', 'h5', 'Bg5', 'Nbd7', 'Nf3', 'e5', 'dxe5', 'dxe5', 'Qd2', 'c6', 'O-O-O', 'Qc7', 'Kb1', 'O-O', 'Bc4', 'b5', 'Bb3', 'b4', 'Na4', 'Kh7', 'Qe3', 'Ng4', 'Qe2', 'f6', 'Bc1', 'Nb6', 'Nc5', 'a5', 'a4', 'bxa3', 'bxa3', 'a4', 'Ba2', 'Qb8', 'Ka1', 'Qc7', 'Ne1', 'Nd7', 'Ne6', 'Qb6', 'Nxf8+', 'Nxf8', 'f3', 'Nh6', 'Be3', 'c5', 'Nd3', 'Ra5', 'Rb1', 'Qc7', 'Qf2', 'Be6', 'Nxc5', 'Bxa2', 'Kxa2', 'Qf7+', 'Ka1', 'Ne6', 'Nd3', 'Ra7', 'Rb4', 'Rb7', 'Rhb1', 'Rxb4', 'Rxb4', 'Bf8', 'g4', 'Bxb4', 'Nxb4', 'hxg4', 'fxg4', 'Nxg4', 'Qe2', 'Nxe3', 'Qxe3', 'Nd4', 'h5', 'Qe7', 'hxg6+', '1-0']",88,"['e4', 'd4', 'Nc3', 'h4', 'Be2', 'Bg5', 'Nf3', 'dxe5', 'Qd2', 'O-O-O', 'Kb1', 'Bc4', 'Bb3', 'Na4', 'Qe3', 'Qe2', 'Bc1', 'Nc5', 'a4', 'bxa3', 'Ba2', 'Ka1', 'Ne1', 'Ne6', 'Nxf8+', 'f3', 'Be3', 'Nd3', 'Rb1', 'Qf2', 'Nxc5', 'Kxa2', 'Ka1', 'Nd3', 'Rb4', 'Rhb1', 'Rxb4', 'g4', 'Nxb4', 'fxg4', 'Qe2', 'Qxe3', 'h5', 'hxg6+']","['d6', 'g6', 'Bg7', 'Nf6', 'h5', 'Nbd7', 'e5', 'dxe5', 'c6', 'Qc7', 'O-O', 'b5', 'b4', 'Kh7', 'Ng4', 'f6', 'Nb6', 'a5', 'bxa3', 'a4', 'Qb8', 'Qc7', 'Nd7', 'Qb6', 'Nxf8', 'Nh6', 'c5', 'Ra5', 'Qc7', 'Be6', 'Bxa2', 'Qf7+', 'Ne6', 'Ra7', 'Rb7', 'Rxb4', 'Bf8', 'Bxb4', 'hxg4', 'Nxg4', 'Nxe3', 'Nd4', 'Qe7', '1-0']",44,44
